Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,93.4,87.6,"[[6.1444e+03 7.7100e+02]
 [2.0000e+00 1.3800e+01]]","[[2.50632e+04 2.59840e+03]
 [1.40000e+00 6.18000e+01]]",0,34577,0,79,23171,48,11406,31
2,93.4,87.8,"[[6.115e+03 7.676e+02]
 [2.000e+00 1.380e+01]]","[[2.4938e+04 2.5924e+03]
 [1.4000e+00 6.1800e+01]]",164,34413,0,79,23050,59,11363,20
4,93.4,88.0,"[[5.925e+03 7.588e+02]
 [1.800e+00 1.400e+01]]","[[2.41634e+04 2.57180e+03]
 [1.40000e+00 6.18000e+01]]",1158,33419,0,79,22393,50,11026,29
6,93.0,85.6,"[[5.5412e+03 7.3940e+02]
 [2.6000e+00 1.3200e+01]]","[[2.2590e+04 2.5324e+03]
 [1.8000e+00 6.1400e+01]]",3174,31403,0,79,21036,56,10367,23
8,92.8,85.2,"[[4.9548e+03 7.1180e+02]
 [2.6000e+00 1.3200e+01]]","[[2.02326e+04 2.43380e+03]
 [1.80000e+00 6.14000e+01]]",6244,28333,0,79,18988,48,9345,31
10,91.6,77.6,"[[3702.   681.8]
 [   4.4   11.4]]","[[1.54702e+04 2.06500e+03]
 [2.20000e+00 6.10000e+01]]",12658,21919,0,79,14685,53,7234,26
12,90.4,68.2,"[[2558.6  544.2]
 [   6.8    8.4]]","[[1.07956e+04 1.61560e+03]
 [3.20000e+00 5.76000e+01]]",19063,15514,3,76,10383,62,5131,14
14,88.4,64.6,"[[1593.4  490.6]
 [   7.2    8. ]]","[[7.0372e+03 1.2988e+03]
 [4.0000e+00 5.6800e+01]]",24157,10420,3,76,6980,52,3440,24
16,86.2,61.6,"[[872.2 397.6]
 [  6.6   8.2]]","[[4.0902e+03 9.8900e+02]
 [4.0000e+00 5.5200e+01]]",28228,6349,5,74,4251,52,2098,22
18,84.4,59.0,"[[583.  263.8]
 [  6.8   6.6]]","[[2630.4  756.8]
 [   4.2   49.4]]",30343,4234,12,67,2833,48,1401,19
20,82.0,53.4,"[[445.8 230.2]
 [  7.4   5.2]]","[[2028.2  675.8]
 [   5.2   45.2]]",31197,3380,16,63,2270,36,1110,27
22,81.2,52.0,"[[371.  200. ]
 [  7.4   4.8]]","[[1690.4  593.6]
 [   5.    43.8]]",31722,2855,18,61,1911,42,944,19
24,81.0,57.6,"[[306.6 177.2]
 [  4.6   5. ]]","[[1386.2  549. ]
 [   3.2   35.2]]",32158,2419,31,48,1626,26,793,22
26,81.6,60.6,"[[254.2 154.8]
 [  3.2   4.8]]","[[1202.4  433.6]
 [   3.    29. ]]",32532,2045,39,40,1366,30,679,10
28,85.0,65.2,"[[234.  118. ]
 [  2.4   4. ]]","[[1089.6  318.4]
 [   1.6   24. ]]",32817,1760,47,32,1174,26,586,6
30,86.4,61.4,"[[208.   95. ]
 [  2.6   2.8]]","[[945.8 266.2]
 [  1.   20.6]]",33062,1515,52,27,1012,21,503,6
32,86.0,61.6,"[[147.  114.6]
 [  1.4   3.2]]","[[823.  223.4]
 [  1.   17.4]]",33269,1308,56,23,877,14,431,9
34,86.4,53.4,"[[119.6 105. ]
 [  2.    2.4]]","[[705.4 193. ]
 [  0.8  16.8]]",33454,1123,57,22,752,15,371,7
36,88.0,58.6,"[[111.8  75. ]
 [  1.8   2.4]]","[[5.942e+02 1.530e+02]
 [4.000e-01 1.640e+01]]",33643,934,58,21,629,10,305,11
38,86.8,50.4,"[[92.4 61.8]
 [ 2.4  1.8]]","[[495.  121.8]
 [  1.   15.8]]",33806,771,58,21,521,9,250,12
40,85.8,49.0,"[[76.8 57.4]
 [ 2.4  1.8]]","[[423.  113.8]
 [  1.   15.8]]",33906,671,58,21,448,15,223,6
42,87.8,62.2,"[[78.8 36.8]
 [ 1.4  1.8]]","[[382.8  79.6]
 [  0.8  12. ]]",33999,578,63,16,386,11,192,5
44,87.6,62.6,"[[65.6 33.6]
 [ 1.2  2. ]]","[[332.2  64.6]
 [  1.   11.8]]",34081,496,63,16,334,9,162,7
46,90.4,74.8,"[[57.4 23.2]
 [ 0.2  1. ]]","[[262.8  59.6]
 [  0.    4.8]]",34174,403,73,6,271,3,132,3
48,88.6,72.6,"[[44.4 22.4]
 [ 0.2  1. ]]","[[209.4  57.8]
 [  0.    4.8]]",34243,334,73,6,226,1,108,5
50,75.0,56.6,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34292,285,75,4,190,3,95,1
52,63.57142857142857,46.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34342,235,76,3,157,2,78,1
54,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34385,192,79,0,128,0,64,0
56,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34444,133,79,0,89,0,44,0
58,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34484,93,79,0,62,0,31,0
60,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34507,70,79,0,46,0,24,0
62,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34514,63,79,0,42,0,21,0
64,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34516,61,79,0,40,0,21,0
66,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34516,61,79,0,40,0,21,0
68,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34516,61,79,0,40,0,21,0
70,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34516,61,79,0,40,0,21,0
72,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34516,61,79,0,40,0,21,0
74,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34516,61,79,0,40,0,21,0
76,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34516,61,79,0,40,0,21,0
78,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34516,61,79,0,40,0,21,0
