Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,72.6,64.2,"[[3.5438e+03 3.3716e+03]
 [3.4000e+00 1.2400e+01]]","[[1.40432e+04 1.36184e+04]
 [2.60000e+00 6.06000e+01]]",0,34577,0,79,23170,49,11407,30
2,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23162,56,11413,23
4,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23164,54,11411,25
6,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23160,58,11415,21
8,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23162,56,11413,23
10,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23159,59,11416,20
12,72.8,63.6,"[[3496.6 3418.2]
 [   3.6   12.2]]","[[1.40062e+04 1.36530e+04]
 [2.40000e+00 6.08000e+01]]",3,34574,0,79,23165,52,11409,27
14,72.8,63.6,"[[3496.6 3418.2]
 [   3.6   12.2]]","[[1.40062e+04 1.36530e+04]
 [2.40000e+00 6.08000e+01]]",3,34574,0,79,23168,49,11406,30
16,72.8,63.6,"[[3496.6 3418.2]
 [   3.6   12.2]]","[[1.40062e+04 1.36530e+04]
 [2.40000e+00 6.08000e+01]]",3,34574,0,79,23157,60,11417,19
18,72.6,63.2,"[[3489.4 3424.6]
 [   3.6   12.2]]","[[1.38798e+04 1.37762e+04]
 [2.40000e+00 6.08000e+01]]",7,34570,0,79,23165,49,11405,30
20,72.6,64.2,"[[3.5132e+03 3.3722e+03]
 [3.4000e+00 1.2400e+01]]","[[1.39496e+04 1.35920e+04]
 [2.60000e+00 6.06000e+01]]",150,34427,0,79,23062,57,11365,22
22,72.6,63.4,"[[3325.2 3383.4]
 [   3.6   12.2]]","[[1.33538e+04 1.34806e+04]
 [2.40000e+00 6.08000e+01]]",1034,33543,0,79,22477,49,11066,30
24,71.6,63.2,"[[3110.  3266.4]
 [   3.4   12.4]]","[[1.23716e+04 1.31340e+04]
 [2.80000e+00 6.04000e+01]]",2695,31882,0,79,21359,54,10523,25
26,70.2,60.0,"[[2663.  3109.4]
 [   4.    11.8]]","[[1.07178e+04 1.23718e+04]
 [2.80000e+00 6.04000e+01]]",5715,28862,0,79,19332,58,9530,21
28,75.4,56.2,"[[2161.4 2385.4]
 [   5.2   10. ]]","[[1.00078e+04 8.17940e+03]
 [2.00000e+00 5.88000e+01]]",11843,22734,3,76,15228,54,7506,22
30,77.8,58.0,"[[1598.4 1453.8]
 [   5.4    9.8]]","[[7.3726e+03 4.8362e+03]
 [2.2000e+00 5.8600e+01]]",19316,15261,3,76,10231,44,5030,32
32,79.8,62.2,"[[1131.2  756.6]
 [   5.2    9.4]]","[[5.0518e+03 2.4994e+03]
 [3.8000e+00 5.4600e+01]]",25138,9439,6,73,6324,49,3115,24
34,72.8,52.6,"[[493.2 518.2]
 [  6.    8. ]]","[[2204.2 1841.4]
 [   4.2   51.8]]",29520,5057,9,70,3390,45,1667,25
36,75.2,62.6,"[[470.  196.2]
 [  5.4   7.2]]","[[2076.   588.8]
 [  13.4   37. ]]",31246,3331,16,63,2238,35,1093,28
38,71.6,57.8,"[[371.  170.4]
 [  5.8   5.4]]","[[1623.   542.6]
 [  13.8   31. ]]",31870,2707,23,56,1814,37,893,19
40,71.6,56.0,"[[306.  157.8]
 [  5.8   5. ]]","[[1346.   509.2]
 [  12.2   31. ]]",32258,2319,25,54,1550,39,769,15
42,73.8,54.8,"[[255.4 151.4]
 [  5.2   4.8]]","[[1103.6  523.6]
 [   7.6   32.4]]",32543,2034,29,50,1360,36,674,14
44,76.0,58.8,"[[223.6 136.4]
 [  3.8   4.6]]","[[1012.8  427.2]
 [   5.8   27.8]]",32777,1800,37,42,1210,24,590,18
46,72.8,60.6,"[[215.8  99.8]
 [  3.6   4.2]]","[[847.  415.4]
 [  6.4  24.8]]",32999,1578,40,39,1056,27,522,12
48,72.8,58.8,"[[186.   89.4]
 [  3.6   4. ]]","[[720.4 381.2]
 [  5.8  24.6]]",33200,1377,41,38,923,25,454,13
50,77.4,61.6,"[[167.6  73.6]
 [  3.2   3.8]]","[[642.2 322.6]
 [  3.   25. ]]",33371,1206,44,35,807,24,399,11
52,78.0,61.8,"[[134.   75.2]
 [  2.4   3.8]]","[[560.6 276.2]
 [  2.4  22.4]]",33531,1046,48,31,698,23,348,8
54,76.4,61.2,"[[106.6  70.2]
 [  2.    3.2]]","[[463.2 244. ]
 [  2.4  18.4]]",33693,884,53,26,590,19,294,7
56,77.4,61.8,"[[91.  59.6]
 [ 1.8  3. ]]","[[397.2 205.2]
 [  2.   17.2]]",33824,753,55,24,501,19,252,5
58,76.8,63.0,"[[81.6 50.4]
 [ 1.6  2.6]]","[[354.2 173.8]
 [  2.   14.8]]",33917,660,58,21,443,13,217,8
60,78.4,62.0,"[[73.6 40.6]
 [ 1.4  2.4]]","[[322.  134.8]
 [  2.   13.2]]",34006,571,60,19,381,14,190,5
62,77.4,59.8,"[[57.6 39.6]
 [ 1.2  2.2]]","[[263.4 125.4]
 [  1.6  12. ]]",34091,486,62,17,323,14,163,3
64,77.8,52.6,"[[43.6 38.4]
 [ 1.2  1.4]]","[[231.2  96.8]
 [  1.4   9. ]]",34167,410,66,13,275,8,135,5
66,72.6,58.8,"[[38.6 32. ]
 [ 0.8  1.6]]","[[207.2  75.2]
 [  2.6   7. ]]",34224,353,67,12,237,7,116,5
68,76.4,54.4,"[[29.  29.4]
 [ 0.8  1.2]]","[[166.   67.6]
 [  1.4   6.6]]",34285,292,69,10,195,7,97,3
70,89.2,72.8,"[[37.8 11.8]
 [ 0.4  1. ]]","[[157.8  40.6]
 [  0.    5.6]]",34329,248,72,7,167,3,81,4
72,90.2,78.0,"[[31.   9.2]
 [ 0.2  1. ]]","[[131.6  29.2]
 [  0.    4.8]]",34376,201,73,6,133,5,68,1
74,96.8,86.4,"[[29.   2.2]
 [ 0.2  0.8]]","[[117.6   7.2]
 [  0.    4. ]]",34421,156,74,5,105,2,51,3
76,81.16666666666667,49.6,"[[14.8  0.2]
 [ 0.4  0.2]]","[[58.6  2.6]
 [ 0.   1.8]]",34450,127,75,4,83,4,44,0
78,81.5,48.8,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34462,115,75,4,76,3,39,1
