Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,99.0,61.8,"[[6.6176e+03 2.9780e+02]
 [1.1200e+01 4.6000e+00]]","[[27267.2   394.4]
 [    0.     63.2]]",0,34577,0,79,23161,58,11416,21
2,98.8,63.8,"[[6.64e+03 2.75e+02]
 [1.06e+01 5.20e+00]]","[[27228.2   431.8]
 [    0.     63.2]]",2,34575,0,79,23163,55,11412,24
4,98.8,63.8,"[[6.64e+03 2.75e+02]
 [1.06e+01 5.20e+00]]","[[27228.2   431.8]
 [    0.     63.2]]",2,34575,0,79,23158,60,11417,19
6,98.8,63.8,"[[6.64e+03 2.75e+02]
 [1.06e+01 5.20e+00]]","[[27228.2   431.8]
 [    0.     63.2]]",2,34575,0,79,23164,54,11411,25
8,98.8,63.8,"[[6.64e+03 2.75e+02]
 [1.06e+01 5.20e+00]]","[[27228.2   431.8]
 [    0.     63.2]]",2,34575,0,79,23158,60,11417,19
10,98.8,63.8,"[[6.64e+03 2.75e+02]
 [1.06e+01 5.20e+00]]","[[27228.2   431.8]
 [    0.     63.2]]",2,34575,0,79,23170,48,11405,31
12,99.0,63.2,"[[6.6254e+03 2.8940e+02]
 [1.0800e+01 5.0000e+00]]","[[27259.4   399.8]
 [    0.     63.2]]",3,34574,0,79,23163,54,11411,25
14,99.0,63.2,"[[6.6254e+03 2.8940e+02]
 [1.0800e+01 5.0000e+00]]","[[27259.4   399.8]
 [    0.     63.2]]",3,34574,0,79,23168,49,11406,30
16,99.0,63.2,"[[6.6254e+03 2.8940e+02]
 [1.0800e+01 5.0000e+00]]","[[27259.4   399.8]
 [    0.     63.2]]",3,34574,0,79,23162,55,11412,24
18,98.8,63.8,"[[6.6356e+03 2.7840e+02]
 [1.0600e+01 5.2000e+00]]","[[27225.4   430.6]
 [    0.     63.2]]",7,34570,0,79,23157,57,11413,22
20,99.0,62.2,"[[6.5832e+03 3.0220e+02]
 [1.1000e+01 4.8000e+00]]","[[27147.    394.6]
 [    0.     63.2]]",150,34427,0,79,23061,58,11366,21
22,98.8,64.4,"[[6.4518e+03 2.5680e+02]
 [1.0600e+01 5.2000e+00]]","[[26438.6   395.8]
 [    0.     63.2]]",1034,33543,0,79,22475,51,11068,28
24,98.8,61.6,"[[6.0124e+03 3.6400e+02]
 [1.1000e+01 4.8000e+00]]","[[25102.4   403.2]
 [    0.     63.2]]",2695,31882,0,79,21360,53,10522,26
26,98.8,61.2,"[[5.4634e+03 3.0900e+02]
 [1.1200e+01 4.6000e+00]]","[[22723.6   366. ]
 [    0.     63.2]]",5715,28862,0,79,19338,52,9524,27
28,99.0,56.8,"[[4.221e+03 3.258e+02]
 [1.200e+01 3.200e+00]]","[[17931.8   255.4]
 [    0.     60.8]]",11843,22734,3,76,15233,49,7501,27
30,98.8,58.2,"[[2717.4  334.8]
 [  11.     4.2]]","[[12011.4   197.4]
 [    0.     60.8]]",19316,15261,3,76,10218,57,5043,19
32,99.0,53.6,"[[1720.4  167.4]
 [  12.2    2.4]]","[[7437.2  114. ]
 [   0.    58.4]]",25138,9439,6,73,6331,42,3108,31
34,98.0,57.6,"[[902.8 108.6]
 [ 10.2   3.8]]","[[3942.6  103. ]
 [   0.    56. ]]",29520,5057,9,70,3384,51,1673,19
36,98.2,52.0,"[[566.4  99.8]
 [ 10.    2.6]]","[[2580.6   84.2]
 [   0.    50.4]]",31246,3331,16,63,2228,45,1103,18
38,98.2,58.0,"[[444.6  96.8]
 [  7.2   4. ]]","[[2105.8   59.8]
 [   0.    44.8]]",31870,2707,23,56,1808,43,899,13
40,98.2,58.0,"[[370.4  93.4]
 [  6.8   4. ]]","[[1800.8   54.4]
 [   0.    43.2]]",32258,2319,25,54,1551,38,768,16
42,97.8,55.6,"[[333.4  73.4]
 [  7.    3. ]]","[[1577.8   49.4]
 [   0.    40. ]]",32543,2034,29,50,1365,31,669,19
44,98.4,55.4,"[[280.8  79.2]
 [  5.6   2.8]]","[[1406.8   33.2]
 [   0.    33.6]]",32777,1800,37,42,1198,36,602,6
46,98.4,49.8,"[[259.2  56.4]
 [  6.4   1.4]]","[[1234.    28.4]
 [   0.    31.2]]",32999,1578,40,39,1056,27,522,12
48,98.2,45.2,"[[223.6  51.8]
 [  6.8   0.8]]","[[1076.6   25. ]
 [   0.    30.4]]",33200,1377,41,38,919,29,458,9
50,98.4,54.4,"[[194.6  46.6]
 [  5.    2. ]]","[[944.   20.8]
 [  0.   28. ]]",33371,1206,44,35,807,24,399,11
52,99.0,54.8,"[[183.2  26. ]
 [  4.8   1.4]]","[[825.8  11. ]
 [  0.   24.8]]",33531,1046,48,31,701,20,345,11
54,99.2,57.0,"[[145.8  31. ]
 [  3.6   1.6]]","[[700.8   6.4]
 [  0.   20.8]]",33693,884,53,26,589,20,295,6
56,99.4,59.4,"[[131.   19.6]
 [  3.4   1.4]]","[[600.2   2.2]
 [  0.   19.2]]",33824,753,55,24,502,18,251,6
58,99.6,62.8,"[[114.2  17.8]
 [  2.6   1.6]]","[[527.2   0.8]
 [  0.   16.8]]",33917,660,58,21,440,16,220,5
60,100.0,71.6,"[[103.6  10.6]
 [  1.8   2. ]]","[[456.8   0. ]
 [  0.   15.2]]",34006,571,60,19,387,8,184,11
62,100.0,70.0,"[[88.4  8.8]
 [ 1.6  1.8]]","[[388.8   0. ]
 [  0.   13.6]]",34091,486,62,17,329,8,157,9
64,100.0,63.0,"[[65.6 16.4]
 [ 1.2  1.4]]","[[328.    0. ]
 [  0.   10.4]]",34167,410,66,13,272,11,138,2
66,100.0,58.2,"[[56.8 13.8]
 [ 1.6  0.8]]","[[282.4   0. ]
 [  0.    9.6]]",34224,353,67,12,234,10,119,2
68,100.0,47.4,"[[44.4 14. ]
 [ 1.6  0.4]]","[[233.6   0. ]
 [  0.    8. ]]",34285,292,69,10,196,6,96,4
70,100.0,51.4,"[[41.2  8.4]
 [ 1.2  0.2]]","[[198.4   0. ]
 [  0.    5.6]]",34329,248,72,7,166,4,82,3
72,100.0,50.8,"[[33.   7.2]
 [ 1.   0.2]]","[[160.8   0. ]
 [  0.    4.8]]",34376,201,73,6,134,4,67,2
74,100.0,50.8,"[[25.6  5.6]
 [ 0.8  0.2]]","[[124.8   0. ]
 [  0.    4. ]]",34421,156,74,5,105,2,51,3
76,83.33333333333333,42.8,"[[11.4  3.6]
 [ 0.4  0.2]]","[[61.2  0. ]
 [ 0.   1.8]]",34450,127,75,4,83,4,44,0
78,83.33333333333333,38.4,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34462,115,75,4,77,2,38,2
