Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,52.6,"[[6.8152e+03 8.6600e+01]
 [1.4800e+01 1.2000e+00]]","[[27607.2     0. ]
 [    0.     64. ]]",0,34509,0,80,23119,55,11390,25
2,100.0,51.4,"[[6.8088e+03 9.2600e+01]
 [1.5200e+01 8.0000e-01]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23122,51,11385,29
4,100.0,52.6,"[[6.8128e+03 8.8600e+01]
 [1.4800e+01 1.2000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23122,51,11385,29
6,100.0,52.6,"[[6.821e+03 8.040e+01]
 [1.480e+01 1.200e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23117,56,11390,24
8,100.0,52.6,"[[6.805e+03 9.640e+01]
 [1.480e+01 1.200e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23121,52,11386,28
10,100.0,52.6,"[[6.8114e+03 9.0000e+01]
 [1.4800e+01 1.2000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23116,57,11391,23
12,100.0,52.6,"[[6.82e+03 8.14e+01]
 [1.48e+01 1.20e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23119,54,11388,26
14,100.0,51.2,"[[6.8062e+03 9.5200e+01]
 [1.5200e+01 8.0000e-01]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23120,53,11387,27
16,100.0,52.6,"[[6.8016e+03 9.9800e+01]
 [1.4800e+01 1.2000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23116,57,11391,23
18,100.0,53.2,"[[6.8098e+03 9.1400e+01]
 [1.4600e+01 1.4000e+00]]","[[27604.8     0. ]
 [    0.     64. ]]",3,34506,0,80,23111,61,11395,19
20,100.0,52.6,"[[6.8238e+03 7.7400e+01]
 [1.4800e+01 1.2000e+00]]","[[27604.8     0. ]
 [    0.     64. ]]",3,34506,0,80,23116,56,11390,24
22,100.0,52.6,"[[6.8078e+03 9.3400e+01]
 [1.4800e+01 1.2000e+00]]","[[27604.8     0. ]
 [    0.     64. ]]",3,34506,0,80,23117,55,11389,25
24,100.0,52.8,"[[6.8056e+03 9.2000e+01]
 [1.4800e+01 1.2000e+00]]","[[27590.4     0. ]
 [    0.     64. ]]",21,34488,0,80,23115,45,11373,35
26,100.0,53.4,"[[6.7004e+03 8.7000e+01]
 [1.4600e+01 1.4000e+00]]","[[27149.6     0. ]
 [    0.     64. ]]",572,33937,0,80,22733,58,11204,22
28,100.0,54.0,"[[6.2434e+03 1.4320e+02]
 [1.4200e+01 1.8000e+00]]","[[25546.4     0. ]
 [    0.     64. ]]",2576,31933,0,80,21388,60,10545,20
30,100.0,53.6,"[[5.445e+03 4.760e+01]
 [1.400e+01 1.400e+00]]","[[21970.4     0. ]
 [    0.     61.6]]",7046,27463,3,77,18401,50,9062,27
32,100.0,49.4,"[[4.1112e+03 6.5600e+01]
 [1.5200e+01 2.0000e-01]]","[[16707.2     0. ]
 [    0.     61.6]]",13625,20884,3,77,13996,47,6888,30
34,100.0,49.4,"[[2.578e+03 4.580e+01]
 [1.320e+01 2.000e-01]]","[[10495.2     0. ]
 [    0.     53.6]]",21390,13119,13,67,8789,45,4330,22
36,100.0,59.0,"[[1529.2  130.6]
 [   7.6    2.8]]","[[6639.2    0. ]
 [   0.    41.6]]",26210,8299,28,52,5556,39,2743,13
38,100.0,53.4,"[[792.2 165.8]
 [  6.    2. ]]","[[3832.    0.]
 [   0.   32.]]",29719,4790,40,40,3208,28,1582,12
40,100.0,62.2,"[[555.8  36.2]
 [  4.8   2.2]]","[[2368.    0.]
 [   0.   28.]]",31549,2960,45,35,1982,24,978,11
42,100.0,60.6,"[[447.6  39.6]
 [  4.6   2. ]]","[[1948.8    0. ]
 [   0.    26.4]]",32073,2436,47,33,1631,23,805,10
44,100.0,59.2,"[[379.4  36.8]
 [  3.8   1.6]]","[[1664.8    0. ]
 [   0.    21.6]]",32428,2081,53,27,1391,21,690,6
46,100.0,58.6,"[[335.   25.6]
 [  3.    1. ]]","[[1442.4    0. ]
 [   0.    16. ]]",32706,1803,60,20,1209,12,594,8
48,100.0,61.8,"[[284.6  22.2]
 [  2.4   1. ]]","[[1227.2    0. ]
 [   0.    13.6]]",32975,1534,63,17,1028,11,506,6
50,100.0,60.0,"[[242.   16.4]
 [  2.4   0.8]]","[[1033.6    0. ]
 [   0.    12.8]]",33217,1292,64,16,865,11,427,5
52,100.0,63.6,"[[201.8  11. ]
 [  2.2   1. ]]","[[851.2   0. ]
 [  0.   12.8]]",33445,1064,64,16,710,13,354,3
54,100.0,62.0,"[[179.4   3.4]
 [  2.    0.8]]","[[731.2   0. ]
 [  0.   11.2]]",33595,914,66,14,611,10,303,4
56,100.0,62.2,"[[150.    2.6]
 [  1.8   0.6]]","[[610.4   0. ]
 [  0.    9.6]]",33746,763,68,12,509,10,254,2
58,100.0,62.8,"[[121.2   5. ]
 [  1.6   0.6]]","[[504.8   0. ]
 [  0.    8.8]]",33878,631,69,11,423,7,208,4
60,100.0,58.0,"[[105.    4.2]
 [  1.4   0.2]]","[[436.8   0. ]
 [  0.    6.4]]",33963,546,72,8,366,5,180,3
62,100.0,77.2,"[[89.8  4.8]
 [ 0.8  0.6]]","[[378.4   0. ]
 [  0.    5.6]]",34036,473,73,7,316,5,157,2
64,100.0,77.0,"[[75.4  4.4]
 [ 0.6  0.6]]","[[319.2   0. ]
 [  0.    4.8]]",34110,399,74,6,268,3,131,3
66,100.0,77.0,"[[66.8  4. ]
 [ 0.6  0.6]]","[[283.2   0. ]
 [  0.    4.8]]",34155,354,74,6,237,4,117,2
68,100.0,71.8,"[[57.6  3.8]
 [ 0.6  0.6]]","[[245.6   0. ]
 [  0.    4.8]]",34202,307,74,6,204,5,103,1
70,100.0,58.0,"[[49.   2. ]
 [ 1.   0.2]]","[[204.    0. ]
 [  0.    4.8]]",34254,255,74,6,169,5,86,1
72,71.42857142857143,48.2,"[[16.4  0. ]
 [ 0.2  0.2]]","[[66.8  0. ]
 [ 0.   0.8]]",34301,208,77,3,138,3,70,0
74,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34336,173,80,0,115,0,58,0
76,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34365,144,80,0,96,0,48,0
78,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34387,122,80,0,81,0,41,0
