Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,72.6,64.2,"[[3.5438e+03 3.3716e+03]
 [3.4000e+00 1.2400e+01]]","[[1.40432e+04 1.36184e+04]
 [2.60000e+00 6.06000e+01]]",0,34577,0,79,23171,48,11406,31
2,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23167,51,11408,28
4,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23168,50,11407,29
6,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23163,55,11412,24
8,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23165,53,11410,26
10,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23164,54,11411,25
12,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23163,55,11412,24
14,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23164,54,11411,25
16,72.6,63.2,"[[3490.8 3424.2]
 [   3.6   12.2]]","[[1.38834e+04 1.37766e+04]
 [2.40000e+00 6.08000e+01]]",2,34575,0,79,23168,50,11407,29
18,72.8,63.6,"[[3482.2 3420.6]
 [   3.6   12.2]]","[[1.39744e+04 1.36368e+04]
 [2.40000e+00 6.08000e+01]]",63,34514,0,79,23124,53,11390,26
20,72.6,63.0,"[[3364.2 3403.6]
 [   3.6   12.2]]","[[1.35596e+04 1.35116e+04]
 [2.40000e+00 6.08000e+01]]",738,33839,0,79,22673,52,11166,27
22,71.6,63.2,"[[3148.8 3283.6]
 [   3.4   12.4]]","[[1.25464e+04 1.31832e+04]
 [2.80000e+00 6.04000e+01]]",2415,32162,0,79,21549,52,10613,27
24,71.0,62.6,"[[2779.2 3086. ]
 [   3.4   12.4]]","[[1.11098e+04 1.23510e+04]
 [2.80000e+00 6.04000e+01]]",5251,29326,0,79,19649,52,9677,27
26,70.0,54.2,"[[2078.  2624. ]
 [   5.4   10.4]]","[[8.4560e+03 1.0352e+04]
 [2.4000e+00 6.0800e+01]]",11067,23510,0,79,15751,53,7759,26
28,77.6,58.0,"[[1688.8 1502.6]
 [   5.4    9.8]]","[[7.4020e+03 5.3636e+03]
 [1.2000e+00 5.9600e+01]]",18620,15957,3,76,10696,46,5261,30
30,79.6,62.0,"[[1192.8  793.8]
 [   5.2    9.4]]","[[5.2760e+03 2.6704e+03]
 [3.8000e+00 5.4600e+01]]",24644,9933,6,73,6656,48,3277,25
32,71.6,55.6,"[[524.6 550. ]
 [  5.2   9.2]]","[[2098.  2200.4]
 [   2.6   55. ]]",29204,5373,7,72,3596,52,1777,20
34,75.0,61.4,"[[486.6 219.2]
 [  5.8   6.6]]","[[2182.   641.2]
 [  13.2   36.4]]",31048,3529,17,62,2361,44,1168,18
36,72.4,59.6,"[[401.8 184. ]
 [  5.8   6.2]]","[[1766.2  577. ]
 [  14.2   33.8]]",31648,2929,19,60,1966,36,963,24
38,70.8,59.2,"[[334.2 159.2]
 [  5.4   5.8]]","[[1435.4  538.2]
 [  13.6   31.2]]",32110,2467,23,56,1654,36,813,20
40,73.2,56.2,"[[266.  155.2]
 [  4.8   5. ]]","[[1207.6  477.2]
 [   9.6   29.6]]",32471,2106,30,49,1414,29,692,20
42,74.4,61.6,"[[248.2 111.8]
 [  3.6   4.4]]","[[1005.2  434.8]
 [   6.4   25.6]]",32777,1800,39,40,1204,28,596,12
44,73.4,60.6,"[[208.   99.8]
 [  3.2   4. ]]","[[818.2 413. ]
 [  5.4  23.4]]",33038,1539,43,36,1030,25,509,11
