Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,92.6,71.6,"[[5712.4 1189.4]
 [   6.2    9.8]]","[[2.4137e+04 3.4702e+03]
 [1.0000e+00 6.3000e+01]]",0,34509,0,80,23119,55,11390,25
2,92.6,71.6,"[[5712.  1189.2]
 [   6.2    9.8]]","[[2.41354e+04 3.46940e+03]
 [1.00000e+00 6.30000e+01]]",3,34506,0,80,23119,53,11387,27
4,92.6,71.6,"[[5712.  1189.2]
 [   6.2    9.8]]","[[2.41354e+04 3.46940e+03]
 [1.00000e+00 6.30000e+01]]",3,34506,0,80,23118,54,11388,26
6,92.6,71.6,"[[5712.  1189.2]
 [   6.2    9.8]]","[[2.41354e+04 3.46940e+03]
 [1.00000e+00 6.30000e+01]]",3,34506,0,80,23123,49,11383,31
8,92.6,71.6,"[[5710.6 1189.8]
 [   6.2    9.8]]","[[2.4132e+04 3.4696e+03]
 [1.0000e+00 6.3000e+01]]",7,34502,0,80,23111,58,11391,22
10,92.6,71.6,"[[5692.4 1190.8]
 [   6.2    9.8]]","[[2.40684e+04 3.46440e+03]
 [1.00000e+00 6.30000e+01]]",93,34416,0,80,23059,53,11357,27
12,92.4,71.0,"[[5557.4 1212.8]
 [   6.2    9.8]]","[[2.36292e+04 3.45160e+03]
 [1.00000e+00 6.30000e+01]]",658,33851,0,80,22684,49,11167,31
14,92.2,70.8,"[[5305.8 1199. ]
 [   6.2    9.8]]","[[2.2615e+04 3.4042e+03]
 [1.0000e+00 6.3000e+01]]",1985,32524,0,80,21788,56,10736,24
16,91.6,70.6,"[[4896.2 1149.8]
 [   6.2    9.8]]","[[2.08588e+04 3.32520e+03]
 [1.20000e+00 6.28000e+01]]",4279,30230,0,80,20257,50,9973,30
18,91.4,71.8,"[[4130.  1056.4]
 [   5.6   10.4]]","[[1.77398e+04 3.00580e+03]
 [1.20000e+00 6.28000e+01]]",8577,25932,0,80,17376,52,8556,28
20,91.0,71.0,"[[2864.2  906. ]
 [   4.4    9.4]]","[[1.30162e+04 2.06460e+03]
 [1.80000e+00 5.34000e+01]]",15658,18851,11,69,12634,42,6217,27
22,92.2,73.6,"[[2034.   462.4]
 [   4.     8.4]]","[[8.7122e+03 1.2734e+03]
 [1.0000e+00 4.8600e+01]]",22027,12482,18,62,8358,46,4124,16
24,94.4,79.8,"[[1286.2  196.8]
 [   2.8    7.4]]","[[5343.6  588.4]
 [   0.    40.8]]",27094,7415,29,51,4968,34,2447,17
26,92.2,70.0,"[[700.6 121. ]
 [  3.8   5. ]]","[[2.8914e+03 3.9500e+02]
 [8.0000e-01 3.4400e+01]]",30401,4108,36,44,2753,28,1355,16
28,93.4,88.2,"[[520.4  79.8]
 [  0.6   6.2]]","[[2.186e+03 2.148e+02]
 [8.000e-01 2.640e+01]]",31508,3001,46,34,2011,22,990,12
30,95.8,90.0,"[[467.8  47.8]
 [  0.6   5.8]]","[[1916.6  145.8]
 [   0.    25.6]]",31931,2578,48,32,1729,19,849,13
32,95.8,89.8,"[[407.2  44.4]
 [  0.6   5.2]]","[[1674.4  132. ]
 [   0.    23.2]]",32251,2258,51,29,1510,22,748,7
34,95.6,88.8,"[[360.   39.2]
 [  0.6   4.6]]","[[1474.   122.8]
 [   0.    20.8]]",32513,1996,54,26,1337,17,659,9
36,95.8,84.0,"[[321.6  40.6]
 [  1.    4. ]]","[[1342.   106.8]
 [   0.    20. ]]",32698,1811,55,25,1218,12,593,13
38,96.4,92.4,"[[279.8  48.2]
 [  0.    4. ]]","[[1225.   87.]
 [   0.   16.]]",32869,1640,60,20,1096,16,544,4
40,96.2,78.2,"[[259.2  32.2]
 [  1.    2.2]]","[[1087.    78.6]
 [   0.    12.8]]",33052,1457,64,16,974,12,483,4
42,96.0,91.0,"[[2.306e+02 2.640e+01]
 [2.000e-01 2.800e+00]]","[[952.6  75.4]
 [  0.   12. ]]",33224,1285,65,15,862,9,423,6
44,95.8,85.4,"[[208.4  20.4]
 [  0.6   2.4]]","[[845.2  70. ]
 [  0.   12. ]]",33365,1144,65,15,768,8,376,7
46,95.2,90.0,"[[180.6  18.4]
 [  0.2   2.6]]","[[731.2  64.8]
 [  0.   11.2]]",33514,995,66,14,666,10,329,4
48,95.4,92.2,"[[165.6  15. ]
 [  0.2   2.4]]","[[660.8  61.6]
 [  0.   10.4]]",33606,903,67,13,602,11,301,2
50,94.6,92.0,"[[147.4  14. ]
 [  0.2   2.4]]","[[584.6  61. ]
 [  0.   10.4]]",33702,807,67,13,541,8,266,5
52,95.0,90.6,"[[131.2  11.2]
 [  0.2   2.2]]","[[517.6  52. ]
 [  0.    9.6]]",33797,712,68,12,476,9,236,3
54,94.8,92.8,"[[119.8   9. ]
 [  0.2   2.2]]","[[467.   48.2]
 [  0.    9.6]]",33865,644,68,12,435,4,209,8
56,97.0,85.6,"[[104.4   9.8]
 [  0.4   1.4]]","[[432.8  24. ]
 [  0.    7.2]]",33938,571,71,9,385,3,186,6
58,97.8,84.6,"[[94.4 10.4]
 [ 0.4  0.8]]","[[403.6  15.6]
 [  0.    4.8]]",33985,524,74,6,351,4,173,2
60,97.4,94.6,"[[83.   9.6]
 [ 0.   1.2]]","[[353.8  16.6]
 [  0.    4.8]]",34046,463,74,6,311,3,152,3
62,97.2,94.4,"[[73.2  8.8]
 [ 0.   1.2]]","[[312.2  15.8]
 [  0.    4.8]]",34099,410,74,6,275,3,135,3
64,96.8,84.0,"[[65.2  8.6]
 [ 0.4  0.8]]","[[280.2  15. ]
 [  0.    4.8]]",34140,369,74,6,246,5,123,1
66,97.4,94.0,"[[57.4  7.6]
 [ 0.   1. ]]","[[248.6  11.4]
 [  0.    4. ]]",34184,325,75,5,218,3,107,2
68,62.0,40.0,"[[11.2  0. ]
 [ 0.   0.2]]","[[45.2  0.4]
 [ 0.   0.2]]",34225,284,78,2,189,2,95,0
70,62.0,40.0,"[[10.2  0. ]
 [ 0.   0.2]]","[[41.4  0.2]
 [ 0.   0.2]]",34250,259,78,2,172,2,87,0
72,62.0,39.6,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34294,215,78,2,143,2,72,0
74,44.44444444444444,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34333,176,79,1,117,1,59,0
76,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34352,157,80,0,105,0,52,0
78,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34373,136,80,0,91,0,45,0
