Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,90.8,71.0,"[[5.6868e+03 1.2302e+03]
 [5.6000e+00 8.6000e+00]]","[[2.438e+04 3.288e+03]
 [3.200e+00 5.360e+01]]",0,34585,0,71,23170,49,11415,22
2,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23169,49,11414,22
4,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23171,47,11412,24
6,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23166,52,11417,19
8,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23182,36,11401,35
10,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23168,50,11415,21
12,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23177,41,11406,30
14,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23166,52,11417,19
16,90.8,71.0,"[[5.6758e+03 1.2332e+03]
 [5.6000e+00 8.6000e+00]]","[[2.43454e+04 3.29060e+03]
 [3.20000e+00 5.36000e+01]]",40,34545,0,71,23151,41,11394,30
18,95.0,72.2,"[[4985.4  610.2]
 [   5.4    7. ]]","[[2.06584e+04 1.72400e+03]
 [6.00000e-01 4.90000e+01]]",6607,27978,9,62,18745,41,9233,21
20,95.4,63.8,"[[3103.8  673.8]
 [   6.4    5.6]]","[[1.4052e+04 1.0584e+03]
 [4.0000e-01 4.7600e+01]]",15697,18888,11,60,12653,42,6235,18
22,96.2,72.0,"[[1971.6  383.6]
 [   3.6    5.8]]","[[8797.2  623.6]
 [   0.    37.6]]",22809,11776,24,47,7890,31,3886,16
24,95.2,66.8,"[[680.2 188.4]
 [  3.    3.6]]","[[3178.2  296.2]
 [   0.    26.4]]",30242,4343,38,33,2906,25,1437,8
26,95.2,67.2,"[[479.4 136.8]
 [  2.6   3.6]]","[[2243.8  221. ]
 [   0.    24.8]]",31504,3081,40,31,2070,15,1011,16
28,95.2,65.8,"[[387.2  93.2]
 [  2.4   3. ]]","[[1.7616e+03 1.6000e+02]
 [2.0000e-01 2.1400e+01]]",32183,2402,44,27,1607,20,795,7
30,94.6,71.6,"[[320.6  83.8]
 [  1.6   3. ]]","[[1460.2  157.4]
 [   0.    18.4]]",32563,2022,48,23,1353,17,669,6
32,94.6,73.2,"[[270.   77.8]
 [  1.4   2.8]]","[[1254.2  137. ]
 [   0.    16.8]]",32846,1739,50,21,1165,14,574,7
34,94.2,70.4,"[[230.4  71. ]
 [  1.4   2.6]]","[[1.0932e+03 1.1240e+02]
 [2.0000e-01 1.5800e+01]]",33078,1507,51,20,1006,17,501,3
36,94.4,66.2,"[[201.8  57. ]
 [  1.8   1.8]]","[[930.8 104.4]
 [  0.   14.4]]",33291,1294,53,18,868,11,426,7
38,94.4,81.6,"[[176.2  51.2]
 [  0.4   3. ]]","[[818.2  91.4]
 [  0.   13.6]]",33448,1137,54,17,764,9,373,8
40,94.2,83.6,"[[154.4  41.8]
 [  0.4   3. ]]","[[701.8  83. ]
 [  0.   13.6]]",33604,981,54,17,655,13,326,4
42,94.2,81.6,"[[131.2  37.2]
 [  0.4   2.8]]","[[599.4  74.2]
 [  0.   12.8]]",33743,842,55,16,562,12,280,4
44,94.4,69.8,"[[112.4  26.6]
 [  1.    1.2]]","[[499.   57. ]
 [  0.    8.8]]",33890,695,60,11,466,7,229,4
46,94.2,70.4,"[[94.4 21.6]
 [ 1.   1.2]]","[[415.   49. ]
 [  0.    8.8]]",34005,580,60,11,390,5,190,6
48,94.4,70.4,"[[79.4 18.2]
 [ 0.8  1.2]]","[[350.8  39.6]
 [  0.    8. ]]",34097,488,61,10,326,7,162,3
50,96.8,72.0,"[[70.4 13. ]
 [ 0.4  1. ]]","[[315.6  18. ]
 [  0.    5.6]]",34168,417,64,7,278,6,139,1
52,96.2,71.6,"[[59.2 11.4]
 [ 0.4  0.8]]","[[265.   17.4]
 [  0.    4.8]]",34232,353,65,6,234,6,119,0
54,97.2,83.2,"[[48.2  7.6]
 [ 0.2  0.8]]","[[212.4  10.8]
 [  0.    4. ]]",34306,279,66,5,185,5,94,0
56,98.0,82.0,"[[39.2  7.2]
 [ 0.2  0.8]]","[[178.4   7.2]
 [  0.    4. ]]",34353,232,66,5,155,3,77,2
58,81.66666666666667,62.0,"[[25.6  6.4]
 [ 0.2  0.6]]","[[125.    3.8]
 [  0.    2.4]]",34384,201,67,4,134,3,67,1
60,61.25,20.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34410,175,69,2,117,1,58,1
62,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34435,150,71,0,100,0,50,0
64,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34456,129,71,0,86,0,43,0
66,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34466,119,71,0,79,0,40,0
68,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34476,109,71,0,73,0,36,0
70,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34487,98,71,0,65,0,33,0
72,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34501,84,71,0,56,0,28,0
74,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34513,72,71,0,48,0,24,0
76,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34515,70,71,0,46,0,24,0
78,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34517,68,71,0,45,0,23,0
