Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,77.2,68.0,"[[4.0392e+03 2.8792e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68952e+04 1.07784e+04]
 [2.80000e+00 4.84000e+01]]",0,34592,0,64,23180,39,11412,25
2,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23177,41,11413,23
4,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23171,47,11419,17
6,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23172,46,11418,18
8,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23181,37,11409,27
10,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23182,36,11408,28
12,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23178,40,11412,24
14,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23170,48,11420,16
16,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23170,48,11420,16
18,77.0,68.6,"[[4.0340e+03 2.8838e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68148e+04 1.08564e+04]
 [2.80000e+00 4.84000e+01]]",3,34589,0,64,23178,39,11411,25
