Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,52.0,"[[6.8648e+03 5.4800e+01]
 [1.1000e+01 6.0000e-01]]","[[27678.4     0. ]
 [    0.     46.4]]",0,34598,0,58,23183,36,11415,22
2,100.0,49.8,"[[6.853e+03 6.620e+01]
 [1.140e+01 2.000e-01]]","[[27676.8     0. ]
 [    0.     46.4]]",2,34596,0,58,23181,37,11415,21
4,100.0,49.8,"[[6.863e+03 5.620e+01]
 [1.140e+01 2.000e-01]]","[[27676.8     0. ]
 [    0.     46.4]]",2,34596,0,58,23174,44,11422,14
6,100.0,49.8,"[[6.8646e+03 5.4600e+01]
 [1.1400e+01 2.0000e-01]]","[[27676.8     0. ]
 [    0.     46.4]]",2,34596,0,58,23177,41,11419,17
8,100.0,50.0,"[[6.8674e+03 5.1800e+01]
 [1.1400e+01 2.0000e-01]]","[[27676.8     0. ]
 [    0.     46.4]]",2,34596,0,58,23179,39,11417,19
10,100.0,50.0,"[[6.8684e+03 5.0800e+01]
 [1.1400e+01 2.0000e-01]]","[[27676.8     0. ]
 [    0.     46.4]]",2,34596,0,58,23180,38,11416,20
12,100.0,49.8,"[[6.8488e+03 7.0400e+01]
 [1.1400e+01 2.0000e-01]]","[[27676.8     0. ]
 [    0.     46.4]]",2,34596,0,58,23188,30,11408,28
14,100.0,50.0,"[[6.8664e+03 5.2800e+01]
 [1.1400e+01 2.0000e-01]]","[[27676.8     0. ]
 [    0.     46.4]]",2,34596,0,58,23181,37,11415,21
16,100.0,53.8,"[[6.8194e+03 9.9600e+01]
 [1.0400e+01 1.2000e+00]]","[[27676.      0. ]
 [    0.     46.4]]",3,34595,0,58,23179,38,11416,20
18,100.0,52.2,"[[6.8306e+03 8.8400e+01]
 [1.0800e+01 8.0000e-01]]","[[27676.      0. ]
 [    0.     46.4]]",3,34595,0,58,23181,36,11414,22
20,100.0,53.8,"[[6.8144e+03 1.0460e+02]
 [1.0400e+01 1.2000e+00]]","[[27676.      0. ]
 [    0.     46.4]]",3,34595,0,58,23178,39,11417,19
22,100.0,53.8,"[[6.8188e+03 1.0020e+02]
 [1.0400e+01 1.2000e+00]]","[[27676.      0. ]
 [    0.     46.4]]",3,34595,0,58,23183,34,11412,24
24,100.0,53.8,"[[6.8212e+03 9.7800e+01]
 [1.0400e+01 1.2000e+00]]","[[27676.      0. ]
 [    0.     46.4]]",3,34595,0,58,23180,37,11415,21
