Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,77.2,68.0,"[[4.0392e+03 2.8792e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68952e+04 1.07784e+04]
 [2.80000e+00 4.84000e+01]]",0,34592,0,64,23175,44,11417,20
2,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23178,40,11412,24
4,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23165,53,11425,11
6,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23178,40,11412,24
8,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23178,40,11412,24
10,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23172,46,11418,18
12,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23175,43,11415,21
14,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23174,44,11416,20
16,77.0,68.6,"[[4.0208e+03 2.8972e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68364e+04 1.08356e+04]
 [2.80000e+00 4.84000e+01]]",2,34590,0,64,23173,45,11417,19
18,77.0,68.6,"[[4.0340e+03 2.8838e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68148e+04 1.08564e+04]
 [2.80000e+00 4.84000e+01]]",3,34589,0,64,23183,34,11406,30
20,77.0,68.6,"[[4.0340e+03 2.8838e+03]
 [2.6000e+00 1.0200e+01]]","[[1.68148e+04 1.08564e+04]
 [2.80000e+00 4.84000e+01]]",3,34589,0,64,23182,35,11407,29
22,77.0,67.4,"[[4.0292e+03 2.8884e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68414e+04 1.08290e+04]
 [2.80000e+00 4.84000e+01]]",4,34588,0,64,23174,42,11414,22
24,77.0,67.4,"[[4.0292e+03 2.8884e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68414e+04 1.08290e+04]
 [2.80000e+00 4.84000e+01]]",4,34588,0,64,23175,41,11413,23
26,77.0,67.4,"[[4.0292e+03 2.8884e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68414e+04 1.08290e+04]
 [2.80000e+00 4.84000e+01]]",4,34588,0,64,23175,41,11413,23
28,77.0,67.4,"[[4.0292e+03 2.8884e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68414e+04 1.08290e+04]
 [2.80000e+00 4.84000e+01]]",4,34588,0,64,23173,43,11415,21
30,77.0,67.4,"[[4.0292e+03 2.8884e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68414e+04 1.08290e+04]
 [2.80000e+00 4.84000e+01]]",4,34588,0,64,23174,42,11414,22
32,77.0,67.4,"[[4.0292e+03 2.8884e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68414e+04 1.08290e+04]
 [2.80000e+00 4.84000e+01]]",4,34588,0,64,23174,42,11414,22
34,77.2,68.0,"[[4.0382e+03 2.8792e+03]
 [2.8000e+00 1.0000e+01]]","[[1.68916e+04 1.07780e+04]
 [2.80000e+00 4.84000e+01]]",5,34587,0,64,23168,48,11419,16
