Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,52.6,"[[6.8158e+03 8.6000e+01]
 [1.4800e+01 1.2000e+00]]","[[27607.2     0. ]
 [    0.     64. ]]",0,34509,0,80,23116,58,11393,22
2,100.0,51.8,"[[6.8084e+03 9.3000e+01]
 [1.5000e+01 1.0000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23114,59,11393,21
4,100.0,52.0,"[[6.8082e+03 9.3200e+01]
 [1.5000e+01 1.0000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23126,47,11381,33
6,100.0,52.6,"[[6.8156e+03 8.5800e+01]
 [1.4800e+01 1.2000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23110,63,11397,17
8,100.0,52.4,"[[6.8062e+03 9.5200e+01]
 [1.4800e+01 1.2000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23118,55,11389,25
10,100.0,52.6,"[[6.8154e+03 8.6000e+01]
 [1.4800e+01 1.2000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23124,49,11383,31
12,100.0,52.4,"[[6.796e+03 1.054e+02]
 [1.480e+01 1.200e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23124,49,11383,31
14,100.0,52.6,"[[6.8228e+03 7.8600e+01]
 [1.4800e+01 1.2000e+00]]","[[27605.6     0. ]
 [    0.     64. ]]",2,34507,0,80,23127,46,11380,34
16,100.0,52.4,"[[6.8138e+03 8.7400e+01]
 [1.4800e+01 1.2000e+00]]","[[27604.8     0. ]
 [    0.     64. ]]",3,34506,0,80,23122,50,11384,30
18,100.0,52.0,"[[6.8166e+03 7.9800e+01]
 [1.5000e+01 1.0000e+00]]","[[27585.6     0. ]
 [    0.     64. ]]",27,34482,0,80,23107,49,11375,31
20,100.0,52.4,"[[6.6262e+03 1.0320e+02]
 [1.4800e+01 1.2000e+00]]","[[26917.6     0. ]
 [    0.     64. ]]",862,33647,0,80,22535,62,11112,18
22,100.0,54.6,"[[5.9714e+03 1.6000e+02]
 [1.4000e+01 2.0000e+00]]","[[24525.6     0. ]
 [    0.     64. ]]",3852,30657,0,80,20539,54,10118,26
24,100.0,50.8,"[[4.7538e+03 5.9600e+01]
 [1.4800e+01 6.0000e-01]]","[[19253.6     0. ]
 [    0.     61.6]]",10442,24067,3,77,16130,46,7937,31
26,100.0,52.0,"[[3.0768e+03 6.6800e+01]
 [1.3000e+01 1.0000e+00]]","[[12574.4     0. ]
 [    0.     56. ]]",18791,15718,10,70,10528,49,5190,21
28,100.0,49.6,"[[1.736e+03 1.486e+02]
 [1.200e+01 1.000e+00]]","[[7538.4    0. ]
 [   0.    52. ]]",25086,9423,15,65,6320,36,3103,29
30,100.0,55.4,"[[976.4  47.4]
 [  9.6   1.8]]","[[4095.2    0. ]
 [   0.    45.6]]",29390,5119,23,57,3429,38,1690,19
32,100.0,55.8,"[[668.   47. ]
 [  7.6   1.8]]","[[2860.     0. ]
 [   0.    37.6]]",30934,3575,33,47,2392,34,1183,13
34,100.0,57.2,"[[548.4  43.4]
 [  6.2   1.8]]","[[2367.2    0. ]
 [   0.    32. ]]",31550,2959,40,40,1987,22,972,18
36,100.0,63.0,"[[445.8  35.4]
 [  4.6   2.4]]","[[1924.8    0. ]
 [   0.    28. ]]",32103,2406,45,35,1611,24,795,11
38,100.0,54.4,"[[348.8  40.4]
 [  4.8   1.2]]","[[1556.8    0. ]
 [   0.    24. ]]",32563,1946,50,30,1300,23,646,7
40,100.0,59.4,"[[278.8  40. ]
 [  3.4   1.6]]","[[1275.2    0. ]
 [   0.    20. ]]",32915,1594,55,25,1068,16,526,9
42,100.0,51.2,"[[2.558e+02 1.080e+01]
 [3.200e+00 2.000e-01]]","[[1066.4    0. ]
 [   0.    13.6]]",33176,1333,63,17,892,12,441,5
44,100.0,64.6,"[[210.2   8. ]
 [  1.6   0.8]]","[[872.8   0. ]
 [  0.    9.6]]",33418,1091,68,12,729,10,362,2
46,100.0,71.8,"[[163.2  10.4]
 [  1.2   1. ]]","[[694.4   0. ]
 [  0.    8.8]]",33641,868,69,11,579,9,289,2
48,100.0,67.0,"[[136.8   8.6]
 [  1.4   0.8]]","[[581.6   0. ]
 [  0.    8.8]]",33782,727,69,11,490,4,237,7
50,100.0,91.8,"[[115.6   7.4]
 [  0.2   1.4]]","[[492.    0. ]
 [  0.    6.4]]",33894,615,72,8,411,6,204,2
