Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,99.0,63.2,"[[6.4654e+03 4.5420e+02]
 [7.6000e+00 4.0000e+00]]","[[27399.4   279. ]
 [    0.     46.4]]",0,34598,0,58,23182,37,11416,21
2,99.0,64.0,"[[6.4926e+03 3.9320e+02]
 [7.6000e+00 4.0000e+00]]","[[27267.4   275.8]
 [    0.     46.4]]",169,34429,0,58,23072,34,11357,24
4,99.0,55.0,"[[6.3208e+03 4.3320e+02]
 [9.6000e+00 2.0000e+00]]","[[26743.4   272.6]
 [    0.     46.4]]",828,33770,0,58,22619,45,11151,13
6,99.0,64.4,"[[6.180e+03 3.676e+02]
 [7.400e+00 4.200e+00]]","[[25929.2   261.2]
 [    0.     46.4]]",1860,32738,0,58,21934,39,10804,19
8,99.0,60.6,"[[5.8612e+03 3.4660e+02]
 [8.4000e+00 3.2000e+00]]","[[24572.6   258.6]
 [    0.     46.4]]",3559,31039,0,58,20799,35,10240,23
10,99.0,56.8,"[[5.3662e+03 3.5040e+02]
 [9.2000e+00 2.4000e+00]]","[[22613.2   253.2]
 [    0.     46.4]]",6015,28583,0,58,19150,39,9433,19
12,99.0,60.4,"[[4.6042e+03 5.0140e+02]
 [7.8000e+00 3.8000e+00]]","[[20196.6   225.8]
 [    0.     46.4]]",9070,25528,0,58,17100,42,8428,16
14,99.0,53.8,"[[3.8112e+03 3.0480e+02]
 [8.2000e+00 1.6000e+00]]","[[16382.4    81.6]
 [    0.     39.2]]",14018,20580,9,49,13787,34,6793,15
16,99.2,56.0,"[[2.9264e+03 9.3200e+01]
 [7.0000e+00 1.4000e+00]]","[[12045.8    32.6]
 [    0.     33.6]]",19500,15098,16,42,10114,29,4984,13
18,99.0,60.0,"[[2.0332e+03 7.1600e+01]
 [6.4000e+00 2.0000e+00]]","[[8403.8   15.4]
 [   0.    33.6]]",24074,10524,16,42,7051,28,3473,14
20,99.0,59.2,"[[1277.2   61.4]
 [   5.8    1.8]]","[[5348.2    6.2]
 [   0.    30.4]]",27905,6693,20,38,4488,21,2205,17
22,99.6,62.2,"[[840.4  48.2]
 [  4.2   2. ]]","[[3.5536e+03 8.0000e-01]
 [0.0000e+00 2.4800e+01]]",30155,4443,27,31,2980,17,1463,14
24,100.0,57.2,"[[673.   32.2]
 [  4.4   1. ]]","[[2820.8    0. ]
 [   0.    21.6]]",31072,3526,31,27,2362,18,1164,9
26,100.0,59.4,"[[587.4  27.4]
 [  4.    1.2]]","[[2459.2    0. ]
 [   0.    20.8]]",31524,3074,32,26,2063,14,1011,12
28,100.0,56.6,"[[510.2  20.4]
 [  4.2   1. ]]","[[2122.4    0. ]
 [   0.    20.8]]",31945,2653,32,26,1778,16,875,10
30,100.0,56.6,"[[436.6  27. ]
 [  4.    1. ]]","[[1854.4    0. ]
 [   0.    20. ]]",32280,2318,33,25,1551,18,767,7
32,100.0,54.4,"[[383.4  25.8]
 [  4.2   0.8]]","[[1636.8    0. ]
 [   0.    20. ]]",32552,2046,33,25,1372,15,674,10
34,100.0,55.8,"[[338.6  29.2]
 [  4.    1. ]]","[[1471.2    0. ]
 [   0.    20. ]]",32759,1839,33,25,1228,20,611,5
36,100.0,56.8,"[[291.4  31.2]
 [  3.8   1.2]]","[[1290.4    0. ]
 [   0.    20. ]]",32985,1613,33,25,1081,16,532,9
38,100.0,58.8,"[[256.8  26.4]
 [  3.4   1.4]]","[[1132.8    0. ]
 [   0.    19.2]]",33182,1416,34,24,945,19,471,5
40,100.0,53.8,"[[233.2  15.4]
 [  3.4   0.6]]","[[994.4   0. ]
 [  0.   16. ]]",33355,1243,38,20,831,15,412,5
