Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,90.8,71.0,"[[5.6868e+03 1.2302e+03]
 [5.6000e+00 8.6000e+00]]","[[2.438e+04 3.288e+03]
 [3.200e+00 5.360e+01]]",0,34585,0,71,23171,48,11414,23
2,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23171,47,11412,24
4,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23172,46,11411,25
6,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23167,51,11416,20
8,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23171,47,11412,24
10,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23176,42,11407,29
12,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23170,48,11413,23
14,91.0,70.6,"[[5728.2 1188.4]
 [   5.8    8.4]]","[[2.43788e+04 3.28760e+03]
 [3.00000e+00 5.38000e+01]]",2,34583,0,71,23169,49,11414,22
16,91.0,70.2,"[[5720.4 1189.4]
 [   5.8    8.4]]","[[2.43432e+04 3.29600e+03]
 [3.00000e+00 5.38000e+01]]",36,34549,0,71,23145,50,11404,21
18,93.0,74.6,"[[4.6354e+03 9.6260e+02]
 [4.4000e+00 9.0000e+00]]","[[1.99474e+04 2.44460e+03]
 [1.20000e+00 5.24000e+01]]",6595,27990,4,67,18754,44,9236,23
20,95.4,63.8,"[[3118.8  689.8]
 [   6.4    5.6]]","[[1.41434e+04 1.09100e+03]
 [4.00000e-01 4.76000e+01]]",15542,19043,11,60,12763,36,6280,24
22,96.4,75.4,"[[2028.6  387. ]
 [   3.2    6.4]]","[[9028.8  633.6]
 [   0.    38.4]]",22507,12078,23,48,8091,33,3987,15
24,95.2,66.2,"[[786.6 171.6]
 [  3.2   3.6]]","[[3510.   322.8]
 [   0.    27.2]]",29794,4791,37,34,3214,18,1577,16
