Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,100.0,52.2,"[[6.7978e+03 1.1920e+02]
 [1.3200e+01 1.0000e+00]]","[[27668.      0. ]
 [    0.     56.8]]",0,34585,0,71,23171,48,11414,23
2,100.0,51.4,"[[6.7856e+03 1.3100e+02]
 [1.3400e+01 8.0000e-01]]","[[27666.4     0. ]
 [    0.     56.8]]",2,34583,0,71,23167,51,11416,20
4,100.0,51.4,"[[6.763e+03 1.536e+02]
 [1.340e+01 8.000e-01]]","[[27666.4     0. ]
 [    0.     56.8]]",2,34583,0,71,23172,46,11411,25
6,100.0,52.2,"[[6.778e+03 1.386e+02]
 [1.320e+01 1.000e+00]]","[[27666.4     0. ]
 [    0.     56.8]]",2,34583,0,71,23167,51,11416,20
8,100.0,51.4,"[[6.7734e+03 1.4320e+02]
 [1.3400e+01 8.0000e-01]]","[[27666.4     0. ]
 [    0.     56.8]]",2,34583,0,71,23171,47,11412,24
10,100.0,51.4,"[[6.774e+03 1.426e+02]
 [1.340e+01 8.000e-01]]","[[27666.4     0. ]
 [    0.     56.8]]",2,34583,0,71,23172,46,11411,25
12,100.0,52.2,"[[6.7604e+03 1.5620e+02]
 [1.3200e+01 1.0000e+00]]","[[27666.4     0. ]
 [    0.     56.8]]",2,34583,0,71,23170,48,11413,23
14,100.0,52.4,"[[6.7942e+03 1.2240e+02]
 [1.3200e+01 1.0000e+00]]","[[27666.4     0. ]
 [    0.     56.8]]",2,34583,0,71,23164,54,11419,17
16,100.0,52.2,"[[6.7626e+03 1.5400e+02]
 [1.3200e+01 1.0000e+00]]","[[27666.4     0. ]
 [    0.     56.8]]",2,34583,0,71,23167,51,11416,20
18,100.0,51.0,"[[6.699e+03 1.054e+02]
 [1.360e+01 6.000e-01]]","[[27217.6     0. ]
 [    0.     56.8]]",563,34022,0,71,22792,50,11230,21
20,100.0,50.0,"[[4.0272e+03 2.9840e+02]
 [1.2000e+01 1.0000e+00]]","[[17302.4     0. ]
 [    0.     52. ]]",12957,21628,6,65,14485,49,7143,16
22,100.0,51.0,"[[2.861e+03 1.824e+02]
 [1.100e+01 1.000e+00]]","[[12173.6     0. ]
 [    0.     48. ]]",19368,15217,11,60,10190,45,5027,15
24,100.0,47.8,"[[1347.6   45.2]
 [   7.4    0. ]]","[[5571.2    0. ]
 [   0.    29.6]]",27621,6964,34,37,4664,26,2300,11
26,100.0,55.8,"[[773.8  21.6]
 [  5.4   1. ]]","[[3181.6    0. ]
 [   0.    25.6]]",30608,3977,39,32,2665,21,1312,11
28,100.0,54.8,"[[557.4  33.2]
 [  5.2   1. ]]","[[2362.4    0. ]
 [   0.    24.8]]",31632,2953,40,31,1980,19,973,12
30,100.0,62.2,"[[471.   15.6]
 [  3.6   1.4]]","[[1946.4    0. ]
 [   0.    20. ]]",32152,2433,46,25,1630,16,803,9
